Reporting Entity,Facility Name,Type,State,Electricity Production GJ,Electricity Production Mwh,Scope 1 t CO2 e,Scope 2 t CO2 e,Total Emissions t CO2 e,Emission Intensity t Mwh,Grid Connected,Grid,Primary Fuel,Important Notes,2014
PIONEER SAIL HOLDINGS PTY LIMITED,Port Hedland Power Station,F,WA,1731988,481108,375138,,375138,0.78,On,NWIS,Gas,-,2016
PIONEER SAIL HOLDINGS PTY LIMITED,Wagerup Power Station,F,WA,181385,50385,30110,839.0,30949,0.6,On,SWIS,Gas,-,2016
PIONEER SAIL HOLDINGS PTY LIMITED,Corporate Total,C,-,5532884,1536912,1038912,3470.0,1042382,,-,-,-,-,2016
POWER AND WATER CORPORATION,Alpurrurulam (Lake Nash),F,NT,6644,1846,1191,,1191,0.65,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Amanbidgi (Kildurk),F,NT,973,270,256,,256,0.95,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,"Ampilatwatja (Alparra, Ammaroo)",F,NT,12042,3345,2373,,2373,0.71,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Amunturangu (Mount Liebig),F,NT,2732,759,604,,604,0.8,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Aputula (Finke),F,NT,3616,1004,720,,720,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Areyonga (Utju),F,NT,3880,1078,757,,757,0.7,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Atitjere (Harts Range),F,NT,3124,868,649,,649,0.75,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Borroloola Generation,F,NT,22837,6344,4358,,4358,0.69,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Bulla Camp,F,NT,1521,423,398,,398,0.94,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Bulman,F,NT,4397,1221,934,,934,0.76,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Daly Waters Generation,F,NT,3758,1044,792,,792,0.76,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Elliot Generation,F,NT,9731,2703,1927,,1927,0.71,Off,Off-grid,Gas,-,2016
POWER AND WATER CORPORATION,Engawala (Alcoota),F,NT,1971,548,435,,435,0.79,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Epenarra (Wutunugurra),F,NT,2460,683,579,,579,0.85,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Eva Valley,F,NT,1287,358,316,,316,0.88,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Galiwinku (Elcho Island),F,NT,25276,7021,4994,,4994,0.71,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Gapuwiyak (Lake Evella),F,NT,10460,2906,2107,,2107,0.73,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Gunbalanya (Oenpelli),F,NT,17934,4982,3557,,3557,0.71,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Ikuntji (Haasts Bluff),F,NT,2613,726,579,,579,0.8,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Imangara (Murray Downs),F,NT,1052,292,243,,243,0.83,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Imanpa (Mount Ebenezer),F,NT,2088,580,457,,457,0.79,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Kalkaringi (Wave Hill),F,NT,10820,3006,1727,,1727,0.57,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Kaltukatjara (Docker River),F,NT,5227,1452,1042,,1042,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Lajamanu (Hooker Creek),F,NT,10601,2945,2112,,2112,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Laramba (Napperby),F,NT,3361,934,685,,685,0.73,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Maningrida,F,NT,32108,8919,5945,,5945,0.67,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Milikapiti (Snake Bay),F,NT,7535,2093,1583,,1583,0.76,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Milingimbi,F,NT,13208,3669,2724,,2724,0.74,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Milyakburra (Bickerton Island),F,NT,3398,944,690,,690,0.73,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Minjilang (Croker Island),F,NT,4646,1291,989,,989,0.77,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Minyerri (Hodgson Downs),F,NT,8125,2257,1652,,1652,0.73,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Nauiyu Nambiyu (Daly River),F,NT,11173,3104,2178,,2178,0.7,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Nguiu (Bathurst Island),F,NT,23428,6508,4766,,4766,0.73,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Ngukurr (Roper River),F,NT,16463,4573,3306,,3306,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Numbulwar (Rose River),F,NT,10912,3031,2134,,2134,0.7,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Nyirripi (Waite Creek),F,NT,3525,979,687,,687,0.7,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Orwaitilla (Canteen Creek),F,NT,3462,962,679,,679,0.71,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Palumpa,F,NT,5511,1531,1072,,1072,0.7,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Papunya,F,NT,6784,1884,1359,,1359,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Peppimenarti,F,NT,4349,1208,873,,873,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Pidgeon Hole,F,NT,1779,494,384,,384,0.78,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),F,NT,7236,2010,1611,,1611,0.8,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Ramingining,F,NT,11618,3227,2173,,2173,0.67,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Robinson River,F,NT,3819,1061,787,,787,0.74,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Tara (Neutral Junction),F,NT,1169,325,286,,286,0.88,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Ti Tree Generation,F,NT,8793,2443,1588,,1588,0.65,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Timber Creek,F,NT,10380,2883,2072,,2072,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Titjikala (Maryvale),F,NT,4005,1113,765,,765,0.69,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Umbakumba,F,NT,9472,2631,2021,,2021,0.77,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Wadeye (Port Keats),F,NT,33912,9420,6064,,6064,0.64,Off,Off-grid,Gas,-,2016
POWER AND WATER CORPORATION,Walungurru (Kintore),F,NT,6320,1756,1278,,1278,0.73,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Warruwi (Goulburn Is),F,NT,6823,1895,1300,,1300,0.69,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Wilora (Stirling),F,NT,1053,293,256,,256,0.88,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),F,NT,3195,888,633,,633,0.71,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Yarralin,F,NT,4951,1375,985,,985,0.72,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Yuendumu,F,NT,18637,5177,3576,,3576,0.69,Off,Off-grid,Diesel,-,2016
POWER AND WATER CORPORATION,Corporate Total,C,-,458194,127276,90208,,90208,,-,-,-,-,2016
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3742098,1039472,612232,,612232,0.59,On,DKIS,Gas,-,2016
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,87456,24293,17816,,17816,0.73,On,DKIS,Gas,-,2016
POWER GENERATION CORPORATION,Kings Canyon,F,NT,3146,874,699,,699,0.8,Off,Off-grid,Solar,-,2016
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,306838,85233,50040,,50040,0.59,Off,Off-grid,Gas,-,2016
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,409961,113878,83638,,83638,0.73,Off,Off-grid,Gas,-,2016
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,105849,29403,21094,,21094,0.72,Off,Off-grid,Gas,-,2016
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1368227,380063,220184,,220184,0.58,On,DKIS,Gas,-,2016
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,71586,19885,13173,,13173,0.66,Off,Off-grid,Gas,-,2016
POWER GENERATION CORPORATION,Corporate Total,C,-,6095161,1693100,1018876,,1018876,,-,-,-,-,2016
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,F,VIC,65844,18290,27834,12443.0,40277,1.52,On,NEM,Biofuel,-,2016
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Corporate Total,C,-,65844,18290,27834,12443.0,40277,,-,-,-,-,2016
QGC UPSTREAM INVESTMENTS PTY LTD,Condamine Power Station,F,QLD,3458848,960791,387939,803.0,388742,0.4,On,NEM,Gas,-,2016
QGC UPSTREAM INVESTMENTS PTY LTD,Corporate Total,C,-,3458848,960791,387939,803.0,388742,,-,-,-,-,2016
RATCH - AUSTRALIA CORPORATION LIMITED,Kemerton Power Station,F,WA,387969,107769,72103,2459.0,74562,0.67,On,SWIS,Gas,-,2016
RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,229802,63834,65,52.0,117,0.0,On,NEM,Wind,-,2016
RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,F,VIC,178252,49514,33,226.0,259,0.0,On,NEM,Wind,-,2016
RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,F,QLD,1888370,524547,226290,3003.0,229293,0.43,On,NEM,Gas,-,2016
RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,100175,27826,28,17.0,45,0.0,On,NEM,Wind,-,2016
RATCH - AUSTRALIA CORPORATION LIMITED,Corporate Total,C,-,2784568,773491,298519,5757.0,304276,,-,-,-,-,2016
REGIONAL POWER CORPORATION,Carnarvon Power Station & Distribution network,F,WA,148468,41241,24958,0.0,24958,0.61,Off,Off-grid,Gas,-,2016
REGIONAL POWER CORPORATION,Denham Power Station & Denham Distribution network,F,WA,11365,3157,2275,,2275,0.72,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Kalumburu Power Station & Distribution network,F,WA,8173,2270,1524,,1524,0.67,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Kununurra Power Station & Kununurra Distribution network,F,WA,892,248,356,0.0,356,1.44,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Marble Bar Power Station & Marble Bar Distribution network,F,WA,8245,2290,1193,,1193,0.52,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Murchison Radio Astronomy Power Station and Distribution Network,F,WA,8655,2404,1553,,1553,0.65,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Nullagine Power Station & Nullagine Distribution network,F,WA,4009,1114,616,,616,0.55,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,23574,6548,4378,549.0,4927,0.67,Off,Off-grid,Gas,-,2016
REGIONAL POWER CORPORATION,South Hedland Temporary Generation Power Station,F,WA,210673,58520,39885,,39885,0.68,On,NWIS,Gas,-,2016
REGIONAL POWER CORPORATION,Wyndham Power Station & Distribution network,F,WA,513,143,115,,115,0.81,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Yungngora Power Station & Yungngora Distribution Network,F,WA,5507,1530,872,,872,0.57,Off,Off-grid,Diesel,-,2016
REGIONAL POWER CORPORATION,Corporate Total,C,-,430074,119465,77725,549.0,78274,,-,-,-,-,2016
RENEWABLE POWER AUSTRALIA LIMITED,FPC Green Energy,F,QLD,150137,41705,1632,1929.0,3561,0.04,On,NEM,Biofuel,-,2016
RENEWABLE POWER AUSTRALIA LIMITED,Corporate Total,C,-,150137,41705,1632,1929.0,3561,,-,-,-,-,2016
SANTOS LIMITED,Wilga Park Power Station,F,NSW,322671,89631,49655,24.0,49679,0.55,On,NEM,Coal Seam Methane,-,2016
SANTOS LIMITED,Corporate Total,C,-,322671,89631,49655,24.0,49679,,-,-,-,-,2016
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty Ltd,F,TAS,2166190,601719,153,155.0,308,0.0,On,NEM,Wind,-,2016
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,829195,230332,75,22.0,97,0.0,On,NEM,Wind,-,2016
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,959057,266405,86,25.0,111,0.0,On,NEM,Wind,-,2016
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Corporate Total,C,-,3954442,1098456,314,202.0,516,,-,-,-,-,2016
SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,F,SA,1500088,416691,92,191.0,283,0.0,On,NEM,Wind,-,2016
SNOWTOWN SOUTH WIND FARM PTY. LTD.,Corporate Total,C,-,1500088,416691,92,191.0,283,,-,-,-,-,2016
SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,F,SA,1117532,310426,121,347.0,468,0.0,On,NEM,Wind,-,2016
SNOWTOWN WIND FARM PTY LTD,Corporate Total,C,-,1117532,310426,121,347.0,468,,-,-,-,-,2016
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,F,SA,1463729,406591,104,286.0,390,0.0,On,NEM,Wind,-,2016
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,Corporate Total,C,-,1463729,406591,104,286.0,390,,-,-,-,-,2016
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,27539,7650,5267,357.0,5624,0.69,On,NEM,Liquid Fuel,-,2016
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,50430,14008,9242,6794.0,16036,0.66,On,NEM,Gas,-,2016
SNOWY HYDRO LIMITED,Laverton North Power Station,F,VIC,286275,79521,48775,3299.0,52074,0.61,On,NEM,Gas,-,2016
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,64146,17818,9046,375.0,9421,0.51,On,NEM,Diesel,-,2016
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,19655353,5459820,1521,266620.0,268141,0.0,On,NEM,Hydro,-,2016
SNOWY HYDRO LIMITED,Valley Power,F,VIC,14794,4109,3905,2982.0,6887,0.95,On,NEM,Gas,-,2016
SNOWY HYDRO LIMITED,Corporate Total,C,-,20098537,5582927,77756,280427.0,358183,,-,-,-,-,2016
SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm,F,NSW,515610,143225,,615.0,615,,On,NEM,Solar,-,2016
SOLAR FARM INVESTMENTS PTY LTD,Corporate Total,C,-,515610,143225,,615.0,615,,-,-,-,-,2016
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,457784,127162,37,18.0,55,0.0,On,NEM,Wind,-,2016
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,578619,160728,55,0.0,55,0.0,On,NEM,Wind,-,2016
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,F,VIC,149335,41482,17,,17,0.0,On,NEM,Wind,-,2016
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro,F,VIC,30661,8517,3,,3,0.0,On,NEM,Hydro,-,2016
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro,F,VIC,36823,10229,6,,6,0.0,On,NEM,Hydro,-,2016
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,F,WA,765439,212622,31,29.0,60,0.0,Off,Off-grid,Hydro,-,2016
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,F,VIC,1684621,467950,68,,68,0.0,On,NEM,Wind,-,2016
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,F,NSW,1038233,288398,100,,100,0.0,On,NEM,Wind,-,2016
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,F,NSW,19312,5364,6,,6,0.0,On,NEM,Hydro,-,2016
SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro,F,VIC,19680,5467,4,,4,0.0,On,NEM,Hydro,-,2016
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,312165,86713,20,,20,0.0,On,NEM,Wind,-,2016
SPIC PACIFIC ENERGY PTY LTD,Corporate Total,C,-,5092672,1414631,347,47.0,394,,-,-,-,-,2016
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,459973,127770,205,732.0,937,0.01,On,NEM,Hydro,-,2016
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,1756092,487803,72,669.0,741,0.0,On,NEM,Hydro,-,2016
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,1404,390,494,2.0,496,1.27,On,NEM,Diesel,-,2016
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,18079,5022,6513,1412.0,7925,1.3,On,Mt Isa,Gas,-,2016
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,33362101,9267250,7960764,11166.0,7971930,0.86,On,NEM,Black Coal,-,2016
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,44319711,12311031,10674877,37758.0,10712635,0.87,On,NEM,Black Coal,-,2016
STANWELL CORPORATION LIMITED,Corporate Total,C,-,79917360,22199267,18642925,51739.0,18694664,,-,-,-,-,2016
SUNSET POWER INTERNATIONAL PTY LTD,Vales Point Power Station,F,NSW,29270573,8130715,6903384,37724.0,6941108,0.85,On,NEM,Black Coal,-,2016
SUNSET POWER INTERNATIONAL PTY LTD,Corporate Total,C,-,29270573,8130715,6903384,37724.0,6941108,,-,-,-,-,2016
SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,F,SA,34902,9695,11602,404.0,12006,1.2,On,NEM,Gas,-,2016
SYNERGEN POWER PTY LIMITED,Mintaro Power Station,F,SA,106663,29629,23034,129.0,23163,0.78,On,NEM,Gas,-,2016
SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,F,SA,7962,2212,4015,386.0,4401,1.82,On,NEM,Diesel,-,2016
SYNERGEN POWER PTY LIMITED,Snuggery Power Station,F,SA,11509,3197,3602,487.0,4089,1.13,On,NEM,Diesel,-,2016
SYNERGEN POWER PTY LIMITED,Corporate Total,C,-,161036,44732,42253,1406.0,43659,,-,-,-,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,920947,255819,145265,,145265,0.57,On,SWIS,Gas,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,934402,259556,143358,,143358,0.55,On,SWIS,Gas,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,1129834,313843,168384,,168384,0.54,Off,Off-grid,Gas,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,1360859,378016,219180,,219180,0.58,Off,Off-grid,Gas,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Solomon Power Station,F,WA,984879,273578,175216,,175216,0.64,Off,Off-grid,Gas,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,250611,69614,38842,,38842,0.56,Off,Off-grid,Gas,-,2016
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,-,5581532,1550426,890245,,890245,,-,-,-,-,2016
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,9038,2511,1757,,1757,0.7,Off,Off-grid,Liquid Fuel,-,2016
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,9083,2523,1896,,1896,0.75,Off,Off-grid,Liquid Fuel,-,2016
WATER CORPORATION,Corporate Total,C,-,18121,5034,3653,,3653,,-,-,-,-,2016
YARA PILBARA FERTILISERS PTY LTD,Utilities Production and Supply,F,WA,119118,33088,41695,,41695,1.26,Off,Off-grid,Gas,-,2016
YARA PILBARA FERTILISERS PTY LTD,Corporate Total,C,-,119118,33088,41695,,41695,,-,-,-,-,2016
Grand Total,,,,818924521,227479013,175960593,1547219.0,182550357,,,,,,2016
Grid connected Total,,,,807084728,224190181,174176857,1546630.0,180766032,,,,,,2016
Reporting Entity,Facility Name,Type,State,Electricity Production GJ,Electricity Production MWh,Total Scope 1 Emissions t CO2 e,Total Scope 2 Emissions t CO2 e,Total Emissions t CO2 e,Emission Intensity t CO2 e MWh,Grid Connected,Grid,Primary Fuel,Important Notes,2017
ACCIONA ENERGY OCEANIA PTY. LTD.,Cathedral Rocks Wind Farm,F,SA,550950,153042,48,136.0,184,0.0,On,NEM,Wind,-,2017
ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,F,NSW,601740,167150,44,205.0,249,0.0,On,NEM,Wind,-,2017
ACCIONA ENERGY OCEANIA PTY. LTD.,Mt Gellibrand Wind Farm,F,VIC,4320,1200,0,22.0,22,0.0,On,NEM,Wind,-,2017
ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,F,VIC,2317673,643798,132,966.0,1098,0.0,On,NEM,Wind,-,2017
ACCIONA ENERGY OCEANIA PTY. LTD.,Corporate Total,C,-,3474683,965190,224,1329.0,1553,,-,-,-,-,2017
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,11089,3080,4,59.0,63,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,55964880,15545800,13705014,20951.0,13725965,0.88,On,NEM,Black Coal,-,2017
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,290885,80801,82,852.0,934,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,470545,130707,78,345.0,423,0.0,On,NEM,Solar,-,2017
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,130417,36227,1,36.0,37,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Clover Hydro,F,VIC,195811,54392,2,268.0,270,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,84730,23536,17445,64.0,17509,0.74,On,NEM,Gas,-,2017
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,148524,41257,1,43.0,44,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,201611,56003,1,636.0,637,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,668859,185794,13,667.0,680,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,70572,19603,0,11.0,11,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,32986,9163,517,1.0,518,0.06,On,NEM,Landfill Gas,-,2017
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1126198,312833,96,191.0,287,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,901465,250407,71,158.0,229,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1708149,474486,152,377.0,529,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,582085,161690,62,224.0,286,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,22430,6231,358,1.0,359,0.06,On,NEM,Landfill Gas,-,2017
AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,3073,854,1037,932.0,1969,1.21,On,NEM,Gas,-,2017
AGL ENERGY LIMITED,Kemps Creek Landfill Generation,F,NSW,47007,13058,633,18.0,651,0.05,On,NEM,Landfill Gas,-,2017
AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,7588,2108,142,19.0,161,0.07,On,NEM,Landfill Gas,-,2017
AGL ENERGY LIMITED,Liddell Power Station,F,NSW,30667257,8518683,7799843,40396.0,7840239,0.92,On,NEM,Black Coal,-,2017
AGL ENERGY LIMITED,Loy Yang Power Station and Mine,F,VIC,61026883,16951912,19861938,245177.0,20107115,1.17,On,NEM,Brown Coal,-,2017
AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,3770990,1047497,434,2823.0,3257,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,357923,99423,6,4693.0,4699,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,197704,54918,33547,28.0,33575,0.61,On,NEM,Coal Seam Methane,-,2017
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,902651,250736,150,763.0,913,0.0,On,NEM,Solar,-,2017
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,677832,188287,79,615.0,694,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,Pindari Hydro,F,NSW,12970,3603,0,22.0,22,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,84406,23446,1472,8.0,1480,0.06,On,SWIS,Landfill Gas,-,2017
AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,150908,41919,1,38.0,39,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,6308,1752,80,5.0,85,0.05,On,NEM,Landfill Gas,-,2017
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,307506,85418,61440,1851.0,63291,0.72,On,NEM,Gas,-,2017
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,10072272,2797853,1566914,14293.0,1581207,0.56,On,NEM,Gas,-,2017
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,977706,271585,47,172.0,219,0.0,On,NEM,Wind,-,2017
AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,231340,64261,3088,1157.0,4245,0.05,On,NEM,Biogas,-,2017
AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,553193,153665,0,1272.0,1272,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3146,874,686,0.0,686,0.78,Off,Off-grid,Solar,-,2017
AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,27416,7616,464,10.0,474,0.06,On,NEM,Landfill Gas,-,2017
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,134344,37318,1,39.0,40,0.0,On,NEM,Hydro,-,2017
AGL ENERGY LIMITED,Corporate Total,C,-,172831659,48008794,43055899,339215.0,43395114,,-,-,-,-,2017
