Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment,_query,latitude,longitude,geocode_status,formatted_address
WD00WA27,Moora Energy Windfarm - Wind - WA,WA,3.6,6507,Wind,14/02/2024,Unsuspended,0,,"Moora Energy Windfarm - Wind - WA, WA, 6507, Australia",-30.6410361,116.008009,OK,"Moora WA 6510, Australia"
SRPVSAU1,Xavier College - Solar with SGU - SA,SA,0.2299,5501,Solar,13/02/2024,Unsuspended,0,,"Xavier College - Solar with SGU - SA, SA, 5501, Australia",-30.0002315,136.2091547,OK,"South Australia, Australia"
SRPXVCH0,Greentech 1 Solar Farm & BESS - Solar - VIC,VIC,7.02,3385,Solar,12/02/2024,Unsuspended,0,,"Greentech 1 Solar Farm & BESS - Solar - VIC, VIC, 3385, Australia",-36.9066682,142.6600232,OK,"Deep Lead VIC 3385, Australia"
WD00SA23,Goyder South Wind Farm 1A - Wind - SA,SA,200.982,5417,Wind,11/02/2024,Unsuspended,0,,"Goyder South Wind Farm 1A - Wind - SA, SA, 5417, Australia",-33.6511494,139.1221414,OK,"Goyder, SA, Australia"
SRPXNST1,Cootamundra Solar Farm - Solar - NSW,NSW,5.8386,2590,Solar,8/02/2024,Unsuspended,0,,"Cootamundra Solar Farm - Solar - NSW, NSW, 2590, Australia",-34.6386855,148.0240849,OK,"Cootamundra NSW 2590, Australia"
SRPXNST4,COCHLEAR LANE COVE CARPORT - SOLAR - NSW,NSW,0.4382,2066,Solar,2/02/2024,Unsuspended,0,,"COCHLEAR LANE COVE CARPORT - SOLAR - NSW, NSW, 2066, Australia",-33.8110539,151.1483485,OK,"14 Mars Rd, Lane Cove West NSW 2066, Australia"
SRPXVCH1,Greentech 4 Solar Farm & BESS - Solar - VIC,VIC,7.02,3465,Solar,2/02/2024,Unsuspended,0,,"Greentech 4 Solar Farm & BESS - Solar - VIC, VIC, 3465, Australia",-37.0550295,143.6935405,OK,"Flagstaff VIC 3465, Australia"
SRPXNST2,Bentinck St Bathurst - Solar w SGU- NSW,NSW,0.6011,2795,Solar,30/01/2024,Unsuspended,0,,"Bentinck St Bathurst - Solar w SGU- NSW, NSW, 2795, Australia",-33.423078,149.5774017,OK,"Bentinck St, Bathurst NSW 2795, Australia"
SRPVWAK2,Norseman Renewable Energy Facility - Solar - WA,WA,0.7651,6443,Solar,30/01/2024,Unsuspended,0,,"Norseman Renewable Energy Facility - Solar - WA, WA, 6443, Australia",-32.1976369,121.7789566,OK,"Norseman WA 6443, Australia"
SRPXNSS5,Cooke's Truck Tyre Centre - Solar w SGU - South Nowra - NSW,NSW,0.1795,2541,Solar,29/01/2024,Unsuspended,0,,"Cooke's Truck Tyre Centre - Solar w SGU - South Nowra - NSW, NSW, 2541, Australia",-34.9107894,150.5800628,OK,"18 Norfolk Ave, South Nowra NSW 2541, Australia"
SRPXNST3,"358 Chisholm Rd, Auburn - Solar w SGU - NSW",NSW,0.2042,2144,Solar,29/01/2024,Unsuspended,0,,"358 Chisholm Rd, Auburn - Solar w SGU - NSW, NSW, 2144, Australia",-33.8779197,151.0155291,OK,"358 Chisholm Rd, Auburn NSW 2144, Australia"
SRPXNST0,MWSC Microgrid - Solar - NSW,NSW,0.3514,2647,Solar,25/01/2024,Unsuspended,0,,"MWSC Microgrid - Solar - NSW, NSW, 2647, Australia",-35.9286597,146.0472969,OK,"Mulwala NSW 2647, Australia"
SRPXQL91,Logan Rd Upper Mount Gravatt - Solar - QLD,QLD,0.3461,4122,Solar,24/01/2024,Unsuspended,0,,"Logan Rd Upper Mount Gravatt - Solar - QLD, QLD, 4122, Australia",-27.5571972,153.0802377,OK,"Logan Rd, Upper Mount Gravatt QLD, Australia"
SRPXQL90,Gilston Rd & New St Nerang - Solar - QLD,QLD,0.5041,4211,Solar,24/01/2024,Unsuspended,0,,"Gilston Rd & New St Nerang - Solar - QLD, QLD, 4211, Australia",-28.0002097,153.3371507,OK,"Gilston Rd & New St, Nerang QLD 4211, Australia"
SRPVWAK0,Bluebird-Solar-WA,WA,12.3606,6642,Solar,24/01/2024,Unsuspended,0,,"Bluebird-Solar-WA, WA, 6642, Australia",-27.6728168,121.6283098,OK,"Western Australia, Australia"
SRPXNSR5,SCHO005-Solar-NSW,NSW,0.1202,2762,Solar,23/01/2024,Unsuspended,0,,"SCHO005-Solar-NSW, NSW, 2762, Australia",-33.7044482,150.8667511,OK,"Schofields NSW 2762, Australia"
SRPXNSR8,SCHO006-Solar-NSW,NSW,0.1403,2762,Solar,23/01/2024,Unsuspended,0,,"SCHO006-Solar-NSW, NSW, 2762, Australia",-33.7044482,150.8667511,OK,"Schofields NSW 2762, Australia"
SRPXNSR9,SCHO007-Solar-NSW,NSW,0.1502,2762,Solar,23/01/2024,Unsuspended,0,,"SCHO007-Solar-NSW, NSW, 2762, Australia",-33.7044482,150.8667511,OK,"Schofields NSW 2762, Australia"
SRPXQL88,Grand Plaza - Solar - QLD,QLD,2.3909,4118,Solar,23/01/2024,Unsuspended,0,,"Grand Plaza - Solar - QLD, QLD, 4118, Australia",-27.6619743,153.041076,OK,"27-49 Browns Plains Rd, Browns Plains QLD 4118, Australia"
SRPXNSS9,Signature Care Wagga Wagga Community Aged Care w SGU - Solar - NSW,NSW,0.1998,2650,Solar,22/01/2024,Unsuspended,0,,"Signature Care Wagga Wagga Community Aged Care w SGU - Solar - NSW, NSW, 2650, Australia",-35.12712,147.3496702,OK,"14 College Ave, Turvey Park NSW 2650, Australia"
SRPXQL85,Blue Care Carina - Solar - QLD,QLD,0.3681,4152,Solar,22/01/2024,Unsuspended,0,,"Blue Care Carina - Solar - QLD, QLD, 4152, Australia",-27.4744724,153.0913657,OK,"455 Richmond Rd, Carina QLD 4152, Australia"
SRPXQL87,Blue Care Mt Louisa - Solar w SGU - QLD,QLD,0.3215,4814,Solar,22/01/2024,Unsuspended,0,,"Blue Care Mt Louisa - Solar w SGU - QLD, QLD, 4814, Australia",-19.2704484,146.7464076,OK,"489 Bayswater Rd, Mount Louisa QLD 4814, Australia"
SRPXQL86,Blue Care Redcliffe - Solar w SGU - QLD,QLD,0.2202,4020,Solar,22/01/2024,Unsuspended,0,,"Blue Care Redcliffe - Solar w SGU - QLD, QLD, 4020, Australia",-27.2171518,153.1060212,OK,"Newport QLD 4020, Australia"
SRPXNSS8,CCLHD - Wyong Hospital - Solar - NSW,NSW,0.677,2259,Solar,22/01/2024,Unsuspended,0,,"CCLHD - Wyong Hospital - Solar - NSW, NSW, 2259, Australia",-33.2607499,151.4793016,OK,"Wyong Hospital, 664 Pacific Hwy, Hamlyn Terrace NSW 2259, Australia"
SRPXNSS7,PEPE'S DUCKS HAM ST - SOLAR - NSW,NSW,0.2047,2756,Solar,18/01/2024,Unsuspended,0,,"PEPE'S DUCKS HAM ST - SOLAR - NSW, NSW, 2756, Australia",-33.6222816,150.8092915,OK,"17 Walker St, South Windsor NSW 2756, Australia"
SRPXVCI0,My Muscle Chef - Yennora - Solar w SGU - NSW,NSW,0.5503,2161,Solar,17/01/2024,Unsuspended,0,,"My Muscle Chef - Yennora - Solar w SGU - NSW, NSW, 2161, Australia",-33.8608059,150.9691255,OK,"1 Norrie St, Yennora NSW 2161, Australia"
SRPXNSS6,Narrandera-Solar-NSW,NSW,7.2128,2700,Solar,17/01/2024,Unsuspended,0,,"Narrandera-Solar-NSW, NSW, 2700, Australia",-34.7478672,146.550356,OK,"Narrandera NSW 2700, Australia"
SRPXVCJ5,Dexus Elders - Solar - VIC,VIC,0.35,3023,Solar,17/01/2024,Unsuspended,0,,"Dexus Elders - Solar - VIC, VIC, 3023, Australia",-37.7656943,144.7524498,OK,"36-94 Westwood Dr, Ravenhall VIC 3023, Australia"
SRPXQL84,Woolworths Ayr 2563 - Solar - QLD,QLD,0.2162,4807,Solar,16/01/2024,Unsuspended,0,,"Woolworths Ayr 2563 - Solar - QLD, QLD, 4807, Australia",-19.5744451,147.4066109,OK,"Ayr QLD 4807, Australia"
SRPXVCJ4,Austral Plant Services Dandenong Ext - Solar w SGU - VIC,VIC,0.1797,3175,Solar,16/01/2024,Unsuspended,0,,"Austral Plant Services Dandenong Ext - Solar w SGU - VIC, VIC, 3175, Australia",-37.9847811,145.2139907,OK,"Dandenong VIC 3175, Australia"
SRPXNSS0,Lake Edge Resort- Solar W SGU- NSW,NSW,0.1723,2647,Solar,16/01/2024,Unsuspended,0,,"Lake Edge Resort- Solar W SGU- NSW, NSW, 2647, Australia",-35.9943502,146.0027893,OK,"146 Melbourne St, Mulwala NSW 2647, Australia"
SRPXNSS4,Goodman Amazon Kemps Creek - Solar - NSW,NSW,3.0,2178,Solar,16/01/2024,Unsuspended,0,,"Goodman Amazon Kemps Creek - Solar - NSW, NSW, 2178, Australia",-33.8805637,150.7927925,OK,"Kemps Creek NSW 2178, Australia"
SRPXNSS2,AU865 PortAir Industrial Estate - Solar - NSW,NSW,0.1886,2019,Solar,15/01/2024,Unsuspended,0,,"AU865 PortAir Industrial Estate - Solar - NSW, NSW, 2019, Australia",-33.9598562,151.2206271,OK,"2/12 Beauchamp Rd, Banksmeadow NSW 2019, Australia"
SRPXNSS3,AU870 Interchange Pk 7 Interchange - Solar w SGU - NSW,NSW,0.6343,2766,Solar,15/01/2024,Unsuspended,0,,"AU870 Interchange Pk 7 Interchange - Solar w SGU - NSW, NSW, 2766, Australia",-33.8072744,150.8493059,OK,"Rooty Hill NSW 2766, Australia"
SRPXNSS1,UTS Building A/B - Solar - NSW,NSW,0.5396,2019,Solar,11/01/2024,Unsuspended,0,,"UTS Building A/B - Solar - NSW, NSW, 2019, Australia",-33.8835145,151.1989143,OK,"235 Jones St, Ultimo NSW 2007, Australia"
SRPVSAV4,Watervale Dr Green Fields - Solar w SGU - SA,SA,0.3956,5107,Solar,9/01/2024,Unsuspended,0,,"Watervale Dr Green Fields - Solar w SGU - SA, SA, 5107, Australia",-34.7961794,138.6055092,OK,"Watervale Dr, Green Fields SA 5107, Australia"
SRPXNSR7,Holbeche Rd Arndell Park - Solar w SGU - NSW,NSW,0.2627,2148,Solar,9/01/2024,Unsuspended,0,,"Holbeche Rd Arndell Park - Solar w SGU - NSW, NSW, 2148, Australia",-33.7895279,150.887865,OK,"Holbeche Rd, Arndell Park NSW 2148, Australia"
SRPXVCJ3,Brickworks Rd Bendigo East - Solar - VIC,VIC,0.4747,3550,Solar,9/01/2024,Unsuspended,0,,"Brickworks Rd Bendigo East - Solar - VIC, VIC, 3550, Australia",-36.7484351,144.3033431,OK,"Murphy St, East Bendigo VIC 3550, Australia"
SRPVWAJ6,IKAD Sparks Rd w SGU - Solar - WA,WA,0.363,6166,Solar,4/01/2024,Unsuspended,0,,"IKAD Sparks Rd w SGU - Solar - WA, WA, 6166, Australia",-32.1553515,115.7757011,OK,"Sparks Rd, Henderson WA 6166, Australia"
SRPXNSR6,Interfine Investments Pty Ltd - 384kW - Solar - NSW,NSW,0.384,2086,Solar,22/12/2023,Unsuspended,0,,"Interfine Investments Pty Ltd - 384kW - Solar - NSW, NSW, 2086, Australia",-33.7473073,151.2248157,OK,"Frenchs Forest NSW 2086, Australia"
SRPXVCI9,AU729 Chifley BP 5ChifleyDr - Solar - VIC,VIC,0.2486,3194,Solar,21/12/2023,Unsuspended,0,,"AU729 Chifley BP 5ChifleyDr - Solar - VIC, VIC, 3194, Australia",-37.9746545,145.1064245,OK,"Chifley Dr, Moorabbin Airport VIC 3194, Australia"
SRPXVCJ0,AU729 Chifley BP 3Federation - Solar - VIC,VIC,0.156,3194,Solar,21/12/2023,Unsuspended,0,,"AU729 Chifley BP 3Federation - Solar - VIC, VIC, 3194, Australia",-37.9746545,145.1064245,OK,"Chifley Dr, Moorabbin Airport VIC 3194, Australia"
SRPXNSR4,Sylvan Australia - Solar w SGU - NSW,NSW,0.1807,2753,Solar,21/12/2023,Unsuspended,0,,"Sylvan Australia - Solar w SGU - NSW, NSW, 2753, Australia",-33.6553656,150.7703071,OK,"189 The Northern Rd, Londonderry NSW 2753, Australia"
SRPXQL83,Woolworths Bellmere 2015 - Solar - QLD,QLD,0.2318,4510,Solar,21/12/2023,Unsuspended,0,,"Woolworths Bellmere 2015 - Solar - QLD, QLD, 4510, Australia",-27.089167,152.926667,OK,"Bellmere QLD 4510, Australia"
SRPXQL82,Southern Steel Properties (77 Coulson St) - Solar w SGU - QLD,QLD,0.3003,4076,Solar,20/12/2023,Unsuspended,0,,"Southern Steel Properties (77 Coulson St) - Solar w SGU - QLD, QLD, 4076, Australia",-27.6018685,152.9364693,OK,"77 Coulson St, Wacol QLD 4076, Australia"
SRPXVCI8,Australia Post: Dandenong Letters Centre (DLC) - Solar - VIC,VIC,0.7503,3175,Solar,18/12/2023,Unsuspended,0,,"Australia Post: Dandenong Letters Centre (DLC) - Solar - VIC, VIC, 3175, Australia",-38.012849,145.245452,OK,"120 Nathan Rd, Dandenong South VIC 3175, Australia"
SRPXNSQ2,ROBE SOLAR FARM - Solar - NSW,NSW,2.8426,2650,Solar,18/12/2023,Unsuspended,0,,"ROBE SOLAR FARM - Solar - NSW, NSW, 2650, Australia",-35.283152,147.4174803,OK,"New South Wales 2650, Australia"
SRPVWAJ7,Wesley College South Perth - Solar  - WA,WA,0.5986,6151,Solar,15/12/2023,Unsuspended,0,,"Wesley College South Perth - Solar  - WA, WA, 6151, Australia",-31.9798826,115.8650113,OK,"Coode St &, Angelo St, South Perth WA 6151, Australia"
SRPXNSR3,Interfine Investments Pty Ltd - 416kW - Solar - NSW,NSW,0.416,2086,Solar,14/12/2023,Unsuspended,0,,"Interfine Investments Pty Ltd - 416kW - Solar - NSW, NSW, 2086, Australia",-33.7473073,151.2248157,OK,"Frenchs Forest NSW 2086, Australia"
SRPXNSQ9,Bankstown Courthouse - Solar - NSW,NSW,0.15,2200,Solar,13/12/2023,Unsuspended,0,,"Bankstown Courthouse - Solar - NSW, NSW, 2200, Australia",-33.9164718,151.0339949,OK,"Cnr Chapel Road and The Mall, Bankstown NSW 2200, Australia"
SRPXNSR1,Parramatta Courthouse - Solar - NSW,NSW,0.185,2150,Solar,13/12/2023,Unsuspended,0,,"Parramatta Courthouse - Solar - NSW, NSW, 2150, Australia",-33.8133621,151.0021024,OK,"158 Marsden St, Parramatta NSW 2150, Australia"
SRPXNSR0,Parramatta Children's Court - Solar - NSW,NSW,0.23,2150,Solar,13/12/2023,Unsuspended,0,,"Parramatta Children's Court - Solar - NSW, NSW, 2150, Australia",-33.8126188,151.0008789,OK,"2 George St, Parramatta NSW 2150, Australia"
BEBGQL37,Urban Utilities Luggage Point Cogen - Biogas - QLD,QLD,2.242,4008,Biomass,13/12/2023,Unsuspended,0,,"Urban Utilities Luggage Point Cogen - Biogas - QLD, QLD, 4008, Australia",-27.3810466,153.1472656,OK,"Pinkenba QLD 4008, Australia"
SRPXNSR2,Mount Druitt Courthouse - Solar - NSW,NSW,0.15,2770,Solar,13/12/2023,Unsuspended,0,,"Mount Druitt Courthouse - Solar - NSW, NSW, 2770, Australia",-33.7691548,150.822506,OK,"59 N Parade, Mount Druitt NSW 2770, Australia"
SRPXVCI7,Pumpa Manufacturing - Solar - VIC,VIC,0.1702,3585,Solar,12/12/2023,Unsuspended,0,,"Pumpa Manufacturing - Solar - VIC, VIC, 3585, Australia",-35.3258155,143.5466338,OK,"140 Karinie St, Swan Hill VIC 3585, Australia"
SRPXVCI6,Bayswater Downer Roads - Solar wSGU - VIC,VIC,0.1471,3153,Solar,11/12/2023,Unsuspended,0,,"Bayswater Downer Roads - Solar wSGU - VIC, VIC, 3153, Australia",-37.8426014,145.2704817,OK,"Bayswater VIC 3153, Australia"
SRPVNT78,Expansive Unit Trust - Solar - NT,NT,0.2304,810,Solar,11/12/2023,Unsuspended,0,,"Expansive Unit Trust - Solar - NT, NT, 810, Australia",-19.4914108,132.5509603,OK,"Northern Territory, Australia"
SRPXQL81,Smithfield Sapphire Feedlot - Solar w SGU - QLD,QLD,0.3482,4390,Solar,8/12/2023,Unsuspended,0,,"Smithfield Sapphire Feedlot - Solar w SGU - QLD, QLD, 4390, Australia",-16.8314083,145.6901637,OK,"Smithfield QLD 4878, Australia"
SRPXVCH6,Bendigo Project Solar Farm & BESS - Solar - VIC,VIC,7.02,3557,Solar,8/12/2023,Unsuspended,0,,"Bendigo Project Solar Farm & BESS - Solar - VIC, VIC, 3557, Australia",-36.75961960000001,144.2785764,OK,"Bendigo VIC 3550, Australia"
SRPVAC41,BIG W Canberra Airport 191 - Solar - ACT,ACT,0.1998,2609,Solar,7/12/2023,Unsuspended,0,,"BIG W Canberra Airport 191 - Solar - ACT, ACT, 2609, Australia",-35.2996735,149.191234,OK,"International Airport, 18-26 Spitfire Ave, Canberra ACT 2609, Australia"
SRPXVCH3,Greentech 8 Solar Farm & BESS - Solar - VIC,VIC,6.513,3570,Solar,5/12/2023,Unsuspended,0,,"Greentech 8 Solar Farm & BESS - Solar - VIC, VIC, 3570, Australia",-36.469814,144.3904526,OK,"Auchmore VIC 3570, Australia"
SRPXNSQ7,Charter Hall Eastern Creek-Solar-NSW,NSW,2.0001,2766,Solar,4/12/2023,Unsuspended,0,,"Charter Hall Eastern Creek-Solar-NSW, NSW, 2766, Australia",-33.8102184,150.85064,OK,"Eastern Creek NSW 2766, Australia"
SRPVTA23,Bell Bay Solar Project - Solar - TAS,TAS,8.5152,7253,Solar,4/12/2023,Unsuspended,0,,"Bell Bay Solar Project - Solar - TAS, TAS, 7253, Australia",-41.1306121,146.8674313,OK,"Bell Bay TAS 7253, Australia"
SRPVSAV6,Redmud Green Energy 173 Pty Ltd - Solar - SA,SA,6.3568,5554,Solar,4/12/2023,Unsuspended,0,,"Redmud Green Energy 173 Pty Ltd - Solar - SA, SA, 5554, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPXNSQ8,Big W Parkes 133 - Solar - NSW,NSW,0.1996,2870,Solar,4/12/2023,Unsuspended,0,,"Big W Parkes 133 - Solar - NSW, NSW, 2870, Australia",-33.1376336,148.1759053,OK,"Currajong St, Parkes NSW 2870, Australia"
SRPVNT77,BARKLY HOMESTEAD- OFFGRID-SOLAR-NT,NT,0.45,862,Solar,2/12/2023,Unsuspended,0,,"BARKLY HOMESTEAD- OFFGRID-SOLAR-NT, NT, 862, Australia",-19.7108738,135.8274932,OK,"Tablelands Hwy, Tennant Creek NT 0862, Australia"
SRPXNSQ3,WaSS Bega Depot and WTP - Solar - NSW,NSW,0.2852,2550,Solar,1/12/2023,Unsuspended,0,,"WaSS Bega Depot and WTP - Solar - NSW, NSW, 2550, Australia",-36.6742897,149.8432479,OK,"Bega NSW 2550, Australia"
SRPXVCJ6,Bunnings Dandenong - Solar - VIC,VIC,0.28,3175,Solar,30/11/2023,Unsuspended,0,,"Bunnings Dandenong - Solar - VIC, VIC, 3175, Australia",-38.004794,145.250473,OK,"101 Princes Hwy, Dandenong South VIC 3175, Australia"
SRPXVCM0,Shepparton Private Hospital - 318kW - Solar w SGU - VIC,VIC,0.318,3630,Solar,29/11/2023,Unsuspended,0,,"Shepparton Private Hospital - 318kW - Solar w SGU - VIC, VIC, 3630, Australia",-36.3593756,145.411116,OK,"20 Fitzgerald St, Shepparton VIC 3630, Australia"
SRPXNSQ4,AU169 GOOD107 Goodman Oakdale West 2A - Solar - NSW,NSW,0.7504,2178,Solar,28/11/2023,Unsuspended,0,,"AU169 GOOD107 Goodman Oakdale West 2A - Solar - NSW, NSW, 2178, Australia",-33.8256531,150.8134823,OK,"Oakdale Cl, Mount Vernon NSW 2178, Australia"
SRPXNSQ5,AU169 Aust Post Oakdale West 2A - Solar - NSW,NSW,0.75,2178,Solar,28/11/2023,Unsuspended,0,,"AU169 Aust Post Oakdale West 2A - Solar - NSW, NSW, 2178, Australia",-33.8769426,150.8027952,OK,"Kemps Creek NSW 2178, Australia"
SRPXVCH4,Signature Care Officer Community Aged Care - Solar w SGU - VIC,VIC,0.1998,3809,Solar,28/11/2023,Unsuspended,0,,"Signature Care Officer Community Aged Care - Solar w SGU - VIC, VIC, 3809, Australia",-38.0601124,145.4100456,OK,"Officer VIC 3809, Australia"
SRPVWAJ5,Broome Residential College - Solar - WA,WA,0.1595,6725,Solar,27/11/2023,Unsuspended,0,,"Broome Residential College - Solar - WA, WA, 6725, Australia",-17.9573128,122.2301704,OK,"Cnr Kerr & Matsumoto Streets, Broome WA 6725, Australia"
WD00WA26,FLATROCKS_WF1 - Wind Farm - WA,WA,75.6,6395,Wind,26/11/2023,Unsuspended,0,,"FLATROCKS_WF1 - Wind Farm - WA, WA, 6395, Australia",-33.950486,117.382771,OK,"Flat Rocks, Broomehill West WA 6318, Australia"
SRPXQL77,Energy Bay - Keppel Bay Plaza - Solar wSGU - QLD,QLD,0.1872,4703,Solar,24/11/2023,Unsuspended,0,,"Energy Bay - Keppel Bay Plaza - Solar wSGU - QLD, QLD, 4703, Australia",-23.1290606,150.7412522,OK,"Keppel Bay Plaza, 68 James St, Yeppoon QLD 4703, Australia"
SRPXQL74,Energy Bay - Healius Murarrie - Solar wSGU - QLD,QLD,0.3592,4172,Solar,24/11/2023,Unsuspended,0,,"Energy Bay - Healius Murarrie - Solar wSGU - QLD, QLD, 4172, Australia",-27.452781,153.1030766,OK,"Murarrie QLD 4172, Australia"
SRPXQL79,St Josephs Mt Isa - Solar w SGU - QLD,QLD,0.1453,4825,Solar,21/11/2023,Unsuspended,0,,"St Josephs Mt Isa - Solar w SGU - QLD, QLD, 4825, Australia",-20.7263687,139.4930159,OK,"Mount Isa City QLD 4825, Australia"
SRPXVCH8,"Horsburgh Drive, Altona North - Solar w SGU - VIC",VIC,0.2025,3025,Solar,21/11/2023,Unsuspended,0,,"Horsburgh Drive, Altona North - Solar w SGU - VIC, VIC, 3025, Australia",-37.843255,144.8100481,OK,"Horsburgh Dr, Altona North VIC 3025, Australia"
SRPXVCH7,Morwell Bowling Club - Solar wSGU - VIC,VIC,0.1991,3840,Solar,20/11/2023,Unsuspended,0,,"Morwell Bowling Club - Solar wSGU - VIC, VIC, 3840, Australia",-38.2419971,146.3932314,OK,"52 Hazelwood Rd, Morwell VIC 3840, Australia"
SRPVSAV2,Woolworths Naracoorte 5602 - Solar - SA,SA,0.2751,5271,Solar,17/11/2023,Unsuspended,0,,"Woolworths Naracoorte 5602 - Solar - SA, SA, 5271, Australia",-36.9569884,140.7417779,OK,"Naracoorte SA 5271, Australia"
SRPVSAV3,Woolworths Millicent 5647 - Solar - SA,SA,0.2052,5280,Solar,17/11/2023,Unsuspended,0,,"Woolworths Millicent 5647 - Solar - SA, SA, 5280, Australia",-37.59367750000001,140.3518123,OK,"Millicent SA 5280, Australia"
SRPXQL76,AU001 Trade St Lytton Complex - Solar - QLD,QLD,0.8018,4178,Solar,16/11/2023,Unsuspended,0,,"AU001 Trade St Lytton Complex - Solar - QLD, QLD, 4178, Australia",-27.4270797,153.1497763,OK,"Trade St, Lytton QLD 4178, Australia"
SRPVWAJ4,National Lintels - Solar - WA,WA,0.2245,6165,Solar,16/11/2023,Unsuspended,0,,"National Lintels - Solar - WA, WA, 6165, Australia",-32.2027587,115.7938385,OK,"68 Armstrong Rd, Hope Valley WA 6165, Australia"
SRPXNSQ0,Australia Post: Sydney West Letters Facility (SWLF) - Solar - NSW,NSW,0.8611,2135,Solar,14/11/2023,Unsuspended,0,,"Australia Post: Sydney West Letters Facility (SWLF) - Solar - NSW, NSW, 2135, Australia",-33.8778464,151.0656098,OK,"Sydney West Letter Facility, Strathfield NSW 2135, Australia"
SRPXNSQ1,Australia Post: Sydney Gateway Facility (SGF) - Solar - NSW,NSW,0.7001,2142,Solar,14/11/2023,Unsuspended,0,,"Australia Post: Sydney Gateway Facility (SGF) - Solar - NSW, NSW, 2142, Australia",-33.8389526,151.0158435,OK,"21 Factory St, Granville NSW 2142, Australia"
SRPXNSM5,Energy Bay - B&J (City Kitchen) - Solar wSGU - NSW,NSW,0.9237,2148,Solar,14/11/2023,Unsuspended,0,,"Energy Bay - B&J (City Kitchen) - Solar wSGU - NSW, NSW, 2148, Australia",-31.2532183,146.921099,OK,"New South Wales, Australia"
SRPVWAJ3,Fortnum-Solar-WA,WA,5.4936,6642,Solar,14/11/2023,Unsuspended,0,,"Fortnum-Solar-WA, WA, 6642, Australia",-27.6728168,121.6283098,OK,"Western Australia, Australia"
SRPXQL75,AU372 Port Industry Park - Solar w SGU- QLD,QLD,0.3522,4178,Solar,14/11/2023,Unsuspended,0,,"AU372 Port Industry Park - Solar w SGU- QLD, QLD, 4178, Australia",-27.4437553,153.17369,OK,"Wynnum West QLD 4178, Australia"
SRPXNSP9,Tanilba Bay WWTW - Solar - NSW,NSW,0.199,2319,Solar,13/11/2023,Unsuspended,0,,"Tanilba Bay WWTW - Solar - NSW, NSW, 2319, Australia",-32.73717,151.9983453,OK,"Tanilba Bay NSW 2319, Australia"
SRPVSAV1,CCEP Salisbury - Solar - SA,SA,0.2616,5106,Solar,13/11/2023,Unsuspended,0,,"CCEP Salisbury - Solar - SA, SA, 5106, Australia",-34.79276249999999,138.6363818,OK,"Salisbury South DC SA 5106, Australia"
SRPXNSP8,Scholastic Lisarow - Solar w SGU - NSW,NSW,0.3601,2250,Solar,10/11/2023,Unsuspended,0,,"Scholastic Lisarow - Solar w SGU - NSW, NSW, 2250, Australia",-33.3820811,151.3661714,OK,"76 - 80 Railway Cres, Lisarow NSW 2250, Australia"
SRPXNSE3,"Casswell Terrace, McDougalls Hill - Solar - NSW",NSW,0.211,2330,Solar,9/11/2023,Unsuspended,0,,"Casswell Terrace, McDougalls Hill - Solar - NSW, NSW, 2330, Australia",-32.5420853,151.1474614,OK,"Casswell Terrace, McDougalls Hill NSW 2330, Australia"
SRPXVCH5,SIGNCRAFT PTY - Solar - VIC,VIC,0.198,3025,Solar,9/11/2023,Unsuspended,0,,"SIGNCRAFT PTY - Solar - VIC, VIC, 3025, Australia",-37.8493909,144.8334214,OK,"580-598 Kororoit Creek Rd, Altona North VIC 3025, Australia"
SRPVSAU6,Redmud Green Energy 124 - Solar - SA,SA,0.6771,5341,Solar,9/11/2023,Unsuspended,0,,"Redmud Green Energy 124 - Solar - SA, SA, 5341, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPXQL66,AU260 Rochedale Motorway Estate - Solar - QLD,QLD,0.414,4123,Solar,8/11/2023,Unsuspended,0,,"AU260 Rochedale Motorway Estate - Solar - QLD, QLD, 4123, Australia",-27.5511662,153.1181994,OK,"28 Brickworks Pl, Rochedale QLD 4123, Australia"
SRPXQL67,AU267 Rochedale Motorway Estate - Solar - QLD,QLD,0.2815,4123,Solar,8/11/2023,Unsuspended,0,,"AU267 Rochedale Motorway Estate - Solar - QLD, QLD, 4123, Australia",-27.5511662,153.1181994,OK,"28 Brickworks Pl, Rochedale QLD 4123, Australia"
SRPXQL61,Sisters Of St Paul De Chartres - Solar w SGU - QLD,QLD,0.2593,4124,Solar,8/11/2023,Unsuspended,0,,"Sisters Of St Paul De Chartres - Solar w SGU - QLD, QLD, 4124, Australia",-27.689036,153.0283959,OK,"28 Fedrick St, Boronia Heights QLD 4124, Australia"
SRPVWAJ2,Cue -Renewable Energy Facility-Solar -WA,WA,0.2594,6640,Solar,3/11/2023,Unsuspended,0,,"Cue -Renewable Energy Facility-Solar -WA, WA, 6640, Australia",-27.4245191,117.8969772,OK,"Cue WA 6640, Australia"
SRPXQL63,115 Frederick Street - Solar - QLD,QLD,0.292,4013,Solar,2/11/2023,Unsuspended,0,,"115 Frederick Street - Solar - QLD, QLD, 4013, Australia",-27.3863497,153.0766611,OK,"115 Frederick St, Ashfield QLD 4013, Australia"
